account_id
account_name
action_values:add_payment_info
action_values:app_custom_event_fb_mobile_achievement_unlocked
action_values:app_custom_event_fb_mobile_activate_app
action_values:app_custom_event_fb_mobile_add_payment_info
action_values:app_custom_event_fb_mobile_add_to_cart
action_values:app_custom_event_fb_mobile_add_to_wishlist
action_values:app_custom_event_fb_mobile_complete_registration
action_values:app_custom_event_fb_mobile_content_view
action_values:app_custom_event_fb_mobile_initiated_checkout
action_values:app_custom_event_fb_mobile_level_achieved
action_values:app_custom_event_fb_mobile_purchase
action_values:app_custom_event_fb_mobile_rate
action_values:app_custom_event_fb_mobile_search
action_values:app_custom_event_fb_mobile_spent_credits
action_values:app_custom_event_fb_mobile_tutorial_completion
action_values:credit_spent
action_values:lead
action_values:offline_conversion_add_payment_info
action_values:offline_conversion_add_to_cart
action_values:offline_conversion_add_to_wishlist
action_values:offline_conversion_complete_registration
action_values:offline_conversion_initiate_checkout
action_values:offline_conversion_lead
action_values:offline_conversion_other
action_values:offline_conversion_purchase
action_values:offline_conversion_search
action_values:offline_conversion_view_content
action_values:offsite_conversion_fb_pixel_add_payment_info
action_values:offsite_conversion_fb_pixel_add_to_cart
action_values:offsite_conversion_fb_pixel_add_to_wishlist
action_values:offsite_conversion_fb_pixel_complete_registration
action_values:offsite_conversion_fb_pixel_initiate_checkout
action_values:offsite_conversion_fb_pixel_lead
action_values:offsite_conversion_fb_pixel_purchase
action_values:offsite_conversion_fb_pixel_search
action_values:offsite_conversion_fb_pixel_view_content
action_values:omni_achievement_unlocked
action_values:omni_activate_app
action_values:omni_add_to_cart
action_values:omni_add_to_wishlist
action_values:omni_complete_registration
action_values:omni_initiated_checkout
action_values:omni_level_achieved
action_values:omni_purchase
action_values:omni_rate
action_values:omni_search
action_values:omni_spend_credits
action_values:omni_tutorial_completion
action_values:omni_view_content
action_values:onsite_conversion_add_to_wishlist
action_values:onsite_conversion_flow_complete
action_values:onsite_conversion_lead_grouped
action_values:onsite_conversion_purchase
actions:add_payment_info
actions:app_custom_event_fb_mobile_achievement_unlocked
actions:app_custom_event_fb_mobile_activate_app
actions:app_custom_event_fb_mobile_add_payment_info
actions:app_custom_event_fb_mobile_add_to_cart
actions:app_custom_event_fb_mobile_add_to_wishlist
actions:app_custom_event_fb_mobile_complete_registration
actions:app_custom_event_fb_mobile_content_view
actions:app_custom_event_fb_mobile_d2_retention
actions:app_custom_event_fb_mobile_d7_retention
actions:app_custom_event_fb_mobile_initiated_checkout
actions:app_custom_event_fb_mobile_level_achieved
actions:app_custom_event_fb_mobile_purchase
actions:app_custom_event_fb_mobile_rate
actions:app_custom_event_fb_mobile_search
actions:app_custom_event_fb_mobile_spent_credits
actions:app_custom_event_fb_mobile_tutorial_completion
actions:app_custom_event_other
actions:app_engagement
actions:app_install
actions:app_story
actions:app_use
actions:checkin
actions:click_to_call_call_confirm
actions:comment
actions:credit_spent
actions:games_plays
actions:landing_page_view
actions:lead
actions:like
actions:link_click
actions:mobile_app_install
actions:offline_conversion_add_payment_info
actions:offline_conversion_add_to_cart
actions:offline_conversion_add_to_wishlist
actions:offline_conversion_complete_registration
actions:offline_conversion_initiate_checkout
actions:offline_conversion_lead
actions:offline_conversion_other
actions:offline_conversion_purchase
actions:offline_conversion_search
actions:offline_conversion_view_content
actions:offsite_conversion_fb_pixel_add_payment_info
actions:offsite_conversion_fb_pixel_add_to_cart
actions:offsite_conversion_fb_pixel_add_to_wishlist
actions:offsite_conversion_fb_pixel_complete_registration
actions:offsite_conversion_fb_pixel_initiate_checkout
actions:offsite_conversion_fb_pixel_lead
actions:offsite_conversion_fb_pixel_purchase
actions:offsite_conversion_fb_pixel_search
actions:offsite_conversion_fb_pixel_view_content
actions:omni_achievement_unlocked
actions:omni_activate_app
actions:omni_add_to_cart
actions:omni_add_to_wishlist
actions:omni_app_install
actions:omni_complete_registration
actions:omni_custom
actions:omni_initiated_checkout
actions:omni_level_achieved
actions:omni_purchase
actions:omni_rate
actions:omni_search
actions:omni_spend_credits
actions:omni_tutorial_completion
actions:omni_view_content
actions:onsite_conversion_add_to_cart
actions:onsite_conversion_add_to_wishlist
actions:onsite_conversion_click_to_call
actions:onsite_conversion_find_location
actions:onsite_conversion_flow_complete
actions:onsite_conversion_lead_grouped
actions:onsite_conversion_post_save
actions:onsite_conversion_purchase
actions:onsite_conversion_view_content
actions:page_engagement
actions:photo_view
actions:post
actions:post_engagement
actions:post_reaction
actions:rsvp
actions:video_view
adgroup_id
adgroup_name
ar_effect_share:ar_effect_share
attribution_setting
bid
budget
buying_type
campaign_group_id
campaign_group_name
campaign_id
campaign_name
canvas_avg_view_percent
canvas_avg_view_time
clicks
conversion_values:contact_mobile_app
conversion_values:contact_offline
conversion_values:contact_total
conversion_values:contact_website
conversion_values:customize_product_mobile_app
conversion_values:customize_product_offline
conversion_values:customize_product_total
conversion_values:customize_product_website
conversion_values:donate_mobile_app
conversion_values:donate_offline
conversion_values:donate_total
conversion_values:donate_website
conversion_values:find_location_mobile_app
conversion_values:find_location_offline
conversion_values:find_location_total
conversion_values:find_location_website
conversion_values:schedule_mobile_app
conversion_values:schedule_offline
conversion_values:schedule_total
conversion_values:schedule_website
conversion_values:start_trial_mobile_app
conversion_values:start_trial_offline
conversion_values:start_trial_total
conversion_values:start_trial_website
conversion_values:submit_application_mobile_app
conversion_values:submit_application_offline
conversion_values:submit_application_total
conversion_values:submit_application_website
conversion_values:subscribe_mobile_app
conversion_values:subscribe_offline
conversion_values:subscribe_total
conversion_values:subscribe_website
conversions:ad_click_mobile_app
conversions:ad_impression_mobile_app
conversions:contact_mobile_app
conversions:contact_offline
conversions:contact_total
conversions:contact_website
conversions:customize_product_mobile_app
conversions:customize_product_offline
conversions:customize_product_total
conversions:customize_product_website
conversions:donate_mobile_app
conversions:donate_offline
conversions:donate_total
conversions:donate_website
conversions:find_location_mobile_app
conversions:find_location_offline
conversions:find_location_total
conversions:find_location_website
conversions:schedule_mobile_app
conversions:schedule_offline
conversions:schedule_total
conversions:schedule_website
conversions:start_trial_mobile_app
conversions:start_trial_offline
conversions:start_trial_total
conversions:start_trial_website
conversions:submit_application_mobile_app
conversions:submit_application_offline
conversions:submit_application_total
conversions:submit_application_website
conversions:subscribe_mobile_app
conversions:subscribe_offline
conversions:subscribe_total
conversions:subscribe_website
cost_per_2_sec_continuous_video_view:video_view
cost_per_action_type:add_payment_info
cost_per_action_type:app_custom_event_fb_mobile_d2_retention
cost_per_action_type:app_custom_event_fb_mobile_d7_retention
cost_per_action_type:app_engagement
cost_per_action_type:app_story
cost_per_action_type:app_use
cost_per_action_type:games_plays
cost_per_action_type:landing_page_view
cost_per_action_type:lead
cost_per_action_type:like
cost_per_action_type:link_click
cost_per_action_type:offline_conversion_other
cost_per_action_type:omni_achievement_unlocked
cost_per_action_type:omni_activate_app
cost_per_action_type:omni_add_to_cart
cost_per_action_type:omni_add_to_wishlist
cost_per_action_type:omni_app_install
cost_per_action_type:omni_complete_registration
cost_per_action_type:omni_custom
cost_per_action_type:omni_initiated_checkout
cost_per_action_type:omni_level_achieved
cost_per_action_type:omni_purchase
cost_per_action_type:omni_rate
cost_per_action_type:omni_search
cost_per_action_type:omni_spend_credits
cost_per_action_type:omni_tutorial_completion
cost_per_action_type:omni_view_content
cost_per_action_type:onsite_conversion_flow_complete
cost_per_action_type:page_engagement
cost_per_action_type:post_engagement
cost_per_action_type:rsvp
cost_per_action_type:video_view
cost_per_conversion:ad_click_mobile_app
cost_per_conversion:ad_impression_mobile_app
cost_per_conversion:contact_total
cost_per_conversion:customize_product_total
cost_per_conversion:donate_total
cost_per_conversion:find_location_total
cost_per_conversion:schedule_total
cost_per_conversion:start_trial_total
cost_per_conversion:submit_application_total
cost_per_conversion:subscribe_total
cost_per_estimated_ad_recallers
cost_per_optimization_result
cost_per_outbound_click:outbound_click
cost_per_result
cost_per_thruplay:video_view
cost_per_unique_action_type:add_payment_info
cost_per_unique_action_type:app_custom_event_fb_mobile_d2_retention
cost_per_unique_action_type:app_custom_event_fb_mobile_d7_retention
cost_per_unique_action_type:app_custom_event_fb_mobile_spent_credits
cost_per_unique_action_type:landing_page_view
cost_per_unique_action_type:link_click
cost_per_unique_action_type:omni_achievement_unlocked
cost_per_unique_action_type:omni_activate_app
cost_per_unique_action_type:omni_add_to_cart
cost_per_unique_action_type:omni_add_to_wishlist
cost_per_unique_action_type:omni_complete_registration
cost_per_unique_action_type:omni_initiated_checkout
cost_per_unique_action_type:omni_level_achieved
cost_per_unique_action_type:omni_purchase
cost_per_unique_action_type:omni_rate
cost_per_unique_action_type:omni_search
cost_per_unique_action_type:omni_spend_credits
cost_per_unique_action_type:omni_tutorial_completion
cost_per_unique_action_type:omni_view_content
cost_per_unique_click
cost_per_unique_outbound_click:outbound_click
cpc
cpm
cpp
ctr
date_start
date_stop
delivery
estimated_ad_recall_rate
estimated_ad_recallers
frequency
impressions
impressions_auto_refresh
impressions_gross
instant_experience_clicks_to_open
instant_experience_clicks_to_start
instant_experience_outbound_clicks:outbound_click
last_significant_edit
mobile_app_purchase_roas:app_custom_event_fb_mobile_purchase
objective
optimization_results
outbound_clicks:outbound_click
outbound_clicks_ctr:outbound_click
purchase_roas:omni_purchase
quality_score_ectr
quality_score_ecvr
quality_score_organic
reach
result_rate
results
schedule
spend
split_test_split
split_test_variable
start_time
stop_time
unique_actions:add_payment_info
unique_actions:app_custom_event_fb_mobile_achievement_unlocked
unique_actions:app_custom_event_fb_mobile_activate_app
unique_actions:app_custom_event_fb_mobile_add_payment_info
unique_actions:app_custom_event_fb_mobile_add_to_cart
unique_actions:app_custom_event_fb_mobile_add_to_wishlist
unique_actions:app_custom_event_fb_mobile_complete_registration
unique_actions:app_custom_event_fb_mobile_content_view
unique_actions:app_custom_event_fb_mobile_d2_retention
unique_actions:app_custom_event_fb_mobile_d7_retention
unique_actions:app_custom_event_fb_mobile_initiated_checkout
unique_actions:app_custom_event_fb_mobile_level_achieved
unique_actions:app_custom_event_fb_mobile_purchase
unique_actions:app_custom_event_fb_mobile_rate
unique_actions:app_custom_event_fb_mobile_search
unique_actions:app_custom_event_fb_mobile_spent_credits
unique_actions:app_custom_event_fb_mobile_tutorial_completion
unique_actions:landing_page_view
unique_actions:link_click
unique_actions:omni_achievement_unlocked
unique_actions:omni_activate_app
unique_actions:omni_add_to_cart
unique_actions:omni_add_to_wishlist
unique_actions:omni_complete_registration
unique_actions:omni_initiated_checkout
unique_actions:omni_level_achieved
unique_actions:omni_purchase
unique_actions:omni_rate
unique_actions:omni_search
unique_actions:omni_spend_credits
unique_actions:omni_tutorial_completion
unique_actions:omni_view_content
unique_clicks
unique_ctr
unique_link_clicks_ctr
unique_outbound_clicks:outbound_click
unique_outbound_clicks_ctr:outbound_click
unique_video_continuous_2_sec_watched_actions:video_view
video_avg_time_watched_actions:video_view
video_continuous_2_sec_watched_actions:video_view
video_p100_watched_actions:video_view
video_p25_watched_actions:video_view
video_p50_watched_actions:video_view
video_p75_watched_actions:video_view
video_p95_watched_actions:video_view
video_play_actions:video_view
video_thruplay_watched_actions:video_view
website_ctr:link_click
website_purchase_roas:offsite_conversion_fb_pixel_purchase
